category,count,columns,distribution,time,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS,BRANCH_COND_MISPRED_NONSPEC,BRANCH_MISPRED_NONSPEC
pdq_static,16777216,3,random,427764291,16,794,37,44,0,0
pdq_static,16777216,3,random,427864208,12,834,30,34,0,0
pdq_static,16777216,3,random,427964208,12,835,29,32,0,0
pdq_static,16777216,3,random,428064208,13,817,36,42,0,0
pdq_static,16777216,3,random,428164208,11,835,30,32,0,0
pdq_static,16777216,3,random,428264208,11,832,29,32,0,0
pdq_static,16777216,3,random,428364250,12,830,30,34,0,0
pdq_static,16777216,3,random,428464208,15,818,36,44,0,0
pdq_static,16777216,3,random,428564208,11,833,30,34,0,0
pdq_static,16777216,3,random,428664208,12,831,28,33,0,0
pdq_static,16777216,3,random,428764208,13,819,38,42,0,0
pdq_static,16777216,3,random,428864208,12,831,28,35,0,0
pdq_static,16777216,3,random,428964208,12,837,30,32,0,0
pdq_static,16777216,3,random,429064208,16,814,39,40,0,0
pdq_static,16777216,3,random,429164208,12,832,30,29,0,0
pdq_static,16777216,3,random,429264208,12,833,28,30,0,0
pdq_static,16777216,3,random,429364166,16,823,31,46,0,0
pdq_static,16777216,3,random,429464416,12,827,32,34,0,0
pdq_static,16777216,3,random,429564208,12,830,30,36,0,0
pdq_static,16777216,3,random,429664250,12,828,33,35,0,0
pdq_static,16777216,3,random,429764208,16,820,37,44,0,0
pdq_static,16777216,3,random,429864208,12,831,30,33,0,0
pdq_static,16777216,3,random,429964416,11,835,28,32,0,0
pdq_static,16777216,3,random,430067125,16,820,40,44,0,0
pdq_static,16777216,3,random,430164250,12,813,29,36,0,0
pdq_static,16777216,3,random,430264416,10,769,33,30,0,0
pdq_static,16777216,3,random,430364416,12,833,29,35,0,0
pdq_static,16777216,3,random,430467125,12,746,29,35,0,0
pdq_static,16777216,3,random,430564208,12,804,32,32,0,0
pdq_static,16777216,3,random,430664250,16,823,38,40,0,0
pdq_static,16777216,3,random,430764250,13,831,29,30,0,0
pdq_static,16777216,3,random,430864250,12,834,30,30,0,0
pdq_static,16777216,3,random,430964208,14,816,39,43,0,0
pdq_static,16777216,3,random,431064250,11,832,30,33,0,0
pdq_static,16777216,3,random,431164208,11,833,29,32,0,0
pdq_static,16777216,3,random,431264208,15,809,32,45,0,0
pdq_static,16777216,3,random,431364208,11,837,29,33,0,0
pdq_static,16777216,3,random,431464416,12,827,30,36,0,0
pdq_static,16777216,3,random,431564208,10,833,32,30,0,0
pdq_static,16777216,3,random,431664250,15,818,36,42,0,0
pdq_static,16777216,3,random,431764208,12,834,28,35,0,0
pdq_static,16777216,3,random,431864208,11,791,33,31,0,0
pdq_static,16777216,3,random,431964208,15,818,29,39,0,0
pdq_static,16777216,3,random,432064208,13,836,35,49,0,0
pdq_static,16777216,3,random,432264250,12,833,33,31,0,0
pdq_static,16777216,3,random,432364333,16,820,35,42,0,0
pdq_static,16777216,3,random,432467125,11,836,30,29,0,0
pdq_static,16777216,3,random,432564208,12,807,29,37,0,0
pdq_static,16777216,3,random,432664250,17,818,39,44,0,0
pdq_static,16777216,3,random,432764500,12,834,29,35,0,0
pdq_static,16777216,3,random,432867125,11,834,30,36,0,0
pdq_static,16777216,3,random,432964208,11,809,32,34,0,0
pdq_static,16777216,3,random,433064250,14,823,37,42,0,0
pdq_static,16777216,3,random,433164208,11,832,28,32,0,0
pdq_static,16777216,3,random,433264208,10,834,28,30,0,0
pdq_static,16777216,3,random,433364375,15,813,38,46,0,0
pdq_static,16777216,3,random,433467125,11,835,29,34,0,0
pdq_static,16777216,3,random,433564208,12,803,29,35,0,0
pdq_static,16777216,3,random,433768583,13,817,36,41,0,0
pdq_static,16777216,3,random,433864208,10,783,26,32,0,0
pdq_static,16777216,3,random,433964208,10,834,29,31,0,0
pdq_static,16777216,3,random,434064208,13,828,30,34,0,0
pdq_static,16777216,3,random,434164208,11,824,37,38,0,0
pdq_static,16777216,3,random,434264208,10,835,29,29,0,0
pdq_static,16777216,3,random,434364208,11,832,31,33,0,0
pdq_static,16777216,3,random,434464208,15,820,37,45,0,0
pdq_static,16777216,3,random,434564208,10,830,30,30,0,0
pdq_static,16777216,3,random,434664208,10,834,28,29,0,0
pdq_static,16777216,3,random,434764208,14,817,37,41,0,0
pdq_static,16777216,3,random,434864208,12,834,29,30,0,0
pdq_static,16777216,3,random,434964208,13,837,29,33,0,0
pdq_static,16777216,3,random,435064208,16,826,37,45,0,0
pdq_static,16777216,3,random,435164208,12,840,30,30,0,0
pdq_static,16777216,3,random,435264208,12,836,30,32,0,0
pdq_static,16777216,3,random,435364375,16,813,39,43,0,0
pdq_static,16777216,3,random,435467083,12,853,28,34,0,0
pdq_static,16777216,3,random,435564250,12,844,29,36,0,0
pdq_static,16777216,3,random,435664250,16,856,40,47,0,0
pdq_static,16777216,3,random,435764208,11,872,28,35,0,0
pdq_static,16777216,3,random,435864208,15,852,40,44,0,0
pdq_static,16777216,3,random,435964458,11,871,30,32,0,0
pdq_static,16777216,3,random,436064458,12,859,32,35,0,0
pdq_static,16777216,3,random,436167125,12,854,38,47,0,0
pdq_static,16777216,3,random,436264250,11,836,30,34,0,0
pdq_static,16777216,3,random,436364250,15,847,40,46,0,0
pdq_static,16777216,3,random,436464250,11,868,30,32,0,0
pdq_static,16777216,3,random,436564250,15,850,36,46,0,0
pdq_static,16777216,3,random,436664250,12,871,30,34,0,0
pdq_static,16777216,3,random,436764250,12,868,32,34,0,0
pdq_static,16777216,3,random,436864291,16,858,38,43,0,0
pdq_static,16777216,3,random,436964250,12,868,30,31,0,0
pdq_static,16777216,3,random,437064208,16,858,40,46,0,0
pdq_static,16777216,3,random,437164208,12,840,30,31,0,0
pdq_static,16777216,3,random,437264125,16,853,32,42,0,0
pdq_static,16777216,3,random,437367083,12,871,33,32,0,0
pdq_static,16777216,3,random,437464208,12,842,30,34,0,0
pdq_static,16777216,3,random,437564208,16,850,40,42,0,0
pdq_static,16777216,3,random,437664208,11,865,28,30,0,0
pdq_static,16777216,3,random,437764250,16,852,40,44,0,0
pdq_static,16777216,3,random,437864208,12,865,30,30,0,0
pdq_static,16777216,3,random,437964250,12,758,30,30,0,0
pdq_static,16777216,3,random,438064208,16,858,32,44,0,0
pdq_static,16777216,3,random,438164250,13,869,46,53,0,0
pdq_static,16777216,3,random,438264250,12,864,32,34,0,0
pdq_static,16777216,3,random,438364250,16,855,38,44,0,0
pdq_static,16777216,3,random,438464208,12,870,30,33,0,0
pdq_static,16777216,3,random,438564250,15,853,40,47,0,0
pdq_static,16777216,3,random,438664250,11,869,30,32,0,0
pdq_static,16777216,3,random,438764208,16,852,40,45,0,0
pdq_static,16777216,3,random,438864250,11,871,30,34,0,0
pdq_static,16777216,3,random,438964125,14,857,32,44,0,0
pdq_static,16777216,3,random,439064250,12,865,46,51,0,0
pdq_static,16777216,3,random,439164250,11,867,30,33,0,0
pdq_static,16777216,3,random,439264250,14,857,40,41,0,0
pdq_static,16777216,3,random,439367041,11,870,30,35,0,0
pdq_static,16777216,3,random,439464208,14,827,40,41,0,0
pdq_static,16777216,3,random,439564208,11,870,28,36,0,0
pdq_static,16777216,3,random,439664166,16,861,32,44,0,0
pdq_static,16777216,3,random,439764208,13,867,38,50,0,0
