sim,category,count,columns,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS
comparator,row,24,8,217536,153790259,102841715,7041679
comparator,row,25,1,127779,59439237,74021151,3481594
comparator,row,25,1,128703,59952974,73988773,3485377
comparator,row,25,1,129318,64473572,73666478,3517877
comparator,row,25,1,130654,59711414,73927988,3481155
comparator,row,25,1,129008,59754758,73854393,3469849
comparator,row,25,2,168779,84861258,96089789,4749280
comparator,row,25,2,170837,88872801,95676680,4790863
comparator,row,25,2,172126,88880038,95605737,4785827
comparator,row,25,2,176380,88599838,95693920,4802216
comparator,row,25,2,186607,88506604,95378429,4874367
comparator,row,25,3,259915,116596909,112993106,6418822
comparator,row,25,3,269998,116808702,112322012,6429862
comparator,row,25,3,248565,116034422,113609205,6321391
comparator,row,25,3,262724,117645366,112386217,6458652
comparator,row,25,3,250956,117220671,112861306,6401578
comparator,row,25,4,265525,156026215,131978207,7866861
comparator,row,25,4,258370,156656016,132192404,7860197
comparator,row,25,4,265065,155733138,131440338,7832812
comparator,row,25,4,269444,157119945,132514467,7870670
comparator,row,25,4,270539,156195266,131506084,7766439
comparator,row,25,5,324691,192818897,152535716,9730126
comparator,row,25,5,333000,191882493,151860528,9725130
comparator,row,25,5,329256,192946902,152454469,9769443
comparator,row,25,5,329910,192072317,151844167,9735378
comparator,row,25,5,320998,191973865,152397928,9670617
comparator,row,25,6,340025,233522804,171590273,11117391
comparator,row,25,6,338870,233676001,172122995,11127973
comparator,row,25,6,344238,233728700,171215772,11106482
comparator,row,25,6,316048,232954203,172307040,11550690
comparator,row,25,6,355245,234705392,171647097,11634028
comparator,row,25,7,484172,274830695,193867057,13779887
comparator,row,25,7,493989,273769650,193762603,13909556
comparator,row,25,7,464511,272662155,194022645,13755470
comparator,row,25,7,485400,273726812,193803664,13799842
comparator,row,25,7,460107,273004658,194020933,13766697
comparator,row,25,8,429885,316684187,212253641,14240082
comparator,row,25,8,420243,315907623,212484111,14526176
comparator,row,25,8,423463,315466578,212773065,14504299
comparator,row,25,8,416069,316566107,212468271,14224735
comparator,row,25,8,437009,317672928,212884195,14398535
sort,col,10,1,660,22534,3370,3948
sort,col,10,1,666,21025,3273,4446
sort,col,10,1,741,22077,3297,4554
sort,col,10,1,723,25479,3575,3920
sort,col,10,1,689,20531,3351,3758
sort,col,10,2,645,24551,3643,4015
sort,col,10,2,797,25595,3760,4782
sort,col,10,2,634,22836,4107,4054
sort,col,10,2,676,19868,3629,3275
sort,col,10,2,658,24908,3772,4221
sort,col,10,3,695,21141,3915,4056
sort,col,10,3,746,22852,3929,4247
sort,col,10,3,791,27882,4117,4842
sort,col,10,3,703,20869,3958,3892
sort,col,10,3,651,21598,3600,3969
sort,col,10,4,673,23296,4584,4115
sort,col,10,4,760,23368,3924,3668
sort,col,10,4,678,23443,4118,3657
sort,col,10,4,701,23120,3808,3911
sort,col,10,4,644,21864,3798,3640
sort,col,10,5,701,23357,4165,3897
sort,col,10,5,734,25781,4186,4144
sort,col,10,5,644,23098,4297,4772
sort,col,10,5,630,20312,3829,3654
sort,col,10,5,711,24834,4601,4155
sort,col,10,6,769,25790,4165,4235
sort,col,10,6,745,26887,4508,5716
sort,col,10,6,644,21413,3774,3620
sort,col,10,6,625,22353,4472,4066
sort,col,10,6,588,22498,4303,3622
sort,col,10,7,694,25445,4473,4308
sort,col,10,7,838,27503,4946,4504
sort,col,10,7,665,22034,4092,4071
sort,col,10,7,647,25403,4326,4097
sort,col,10,7,754,26084,4505,4325
sort,col,10,8,789,24977,4841,4508
sort,col,10,8,783,23800,4642,4212
sort,col,10,8,751,28357,4574,4605
sort,col,10,8,663,22939,4546,4054
sort,col,10,8,676,25936,5061,4363
sort,col,11,1,700,27746,4603,4348
sort,col,11,1,710,23723,4318,4169
sort,col,11,1,689,16798,3789,3568
sort,col,11,1,597,21710,3637,3535
sort,col,11,1,839,25375,4473,4493
sort,col,11,2,771,22730,4881,3926
sort,col,11,2,764,24883,4646,4161
sort,col,11,2,696,25057,4945,4114
sort,col,11,2,665,22700,5214,3718
sort,col,11,2,792,23254,4889,4331
sort,col,11,3,584,21730,5978,3959
sort,col,11,3,758,22765,5016,3945
sort,col,11,3,669,25908,5166,4131
sort,col,11,3,854,26257,5187,4753
sort,col,11,3,767,23131,4962,4201
sort,col,11,4,788,28386,6158,4693
sort,col,11,4,703,24284,5425,3843
sort,col,11,4,707,24655,5831,4123
sort,col,11,4,693,23851,5694,4133
sort,col,11,4,740,25760,5922,3873
sort,col,11,5,639,24217,6420,3725
sort,col,11,5,674,21486,6893,4587
sort,col,11,5,640,24556,6550,3653
sort,col,11,5,777,26492,6451,4283
sort,col,11,5,688,27319,6880,5198
sort,col,11,6,812,29123,7050,5005
sort,col,11,6,609,23183,6381,3525
sort,col,11,6,772,25553,7050,4502
sort,col,11,6,857,27940,7034,4642
sort,col,11,6,699,25825,6947,4521
sort,col,11,7,745,29301,7397,4909
sort,col,11,7,791,29729,7910,4545
sort,col,11,7,662,25391,7782,4309
sort,col,11,7,706,26143,7715,5081
sort,col,11,7,647,28926,8048,4924
sort,col,11,8,674,28040,8256,5932
sort,col,11,8,818,26842,8000,4835
sort,col,11,8,765,25681,7688,4230
sort,col,11,8,772,30375,7918,4513
sort,col,11,8,643,24814,8555,3999
sort,col,12,1,784,26761,6018,4448
sort,col,12,1,649,23717,5584,3939
sort,col,12,1,784,28418,5683,4835
sort,col,12,1,726,23473,5751,4631
sort,col,12,1,701,24925,5528,4422
sort,col,12,2,725,27833,8488,4564
sort,col,12,2,753,22466,7802,3904
sort,col,12,2,697,27770,8508,5099
sort,col,12,2,685,24572,8289,4588
sort,col,12,2,677,29531,8044,4471
sort,col,12,3,725,30031,11084,4642
sort,col,12,3,725,25210,9985,3921
sort,col,12,3,696,23714,10336,3564
sort,col,12,3,671,25298,10286,4269
sort,col,12,3,704,27566,9922,4456
sort,col,12,4,780,29838,11489,4606
sort,col,12,4,820,29096,11290,4943
sort,col,12,4,705,28255,12046,4939
sort,col,12,4,686,27989,11392,4907
sort,col,12,4,788,28529,11047,4563
sort,col,12,5,820,29733,12114,4484
sort,col,12,5,763,33962,12301,5209
sort,col,12,5,888,28246,12280,4702
sort,col,12,5,692,30890,12435,4622
sort,col,12,5,811,29234,12199,4523
sort,col,12,6,766,32010,13594,5009
sort,col,12,6,823,31398,12844,5253
sort,col,12,6,698,32338,13805,5589
sort,col,12,6,824,29944,13350,5057
sort,col,12,6,793,32112,13051,4665
sort,col,12,7,875,34415,14701,5198
sort,col,12,7,748,35338,14491,4659
sort,col,12,7,715,32302,14816,4944
sort,col,12,7,762,32406,14447,4537
sort,col,12,7,832,31300,15110,4457
sort,col,12,8,846,36965,15891,4763
sort,col,12,8,746,34512,16077,5260
sort,col,12,8,755,39504,16205,5194
sort,col,12,8,743,33834,16469,4889
sort,col,12,8,692,32974,16432,4468
sort,col,13,1,664,30469,12788,4745
sort,col,13,1,778,29904,12013,4795
sort,col,13,1,687,24956,12258,3842
sort,col,13,1,617,24143,11625,3854
sort,col,13,1,782,26644,11976,4759
sort,col,13,2,761,26856,16902,4722
sort,col,13,2,623,26945,17214,3993
sort,col,13,2,933,30168,17245,5047
sort,col,13,2,956,28148,17657,5194
sort,col,13,2,734,25844,17211,4200
sort,col,13,3,848,34620,20284,5359
sort,col,13,3,763,30798,20138,4674
sort,col,13,3,775,28456,20150,5040
sort,col,13,3,855,30356,19768,4974
sort,col,13,3,795,35585,19480,4907
sort,col,13,4,836,33899,22525,5294
sort,col,13,4,775,33534,23347,5104
sort,col,13,4,758,32544,22707,4687
sort,col,13,4,711,34744,22319,4872
sort,col,13,4,898,37644,22965,5551
sort,col,13,5,799,38125,24514,5109
sort,col,13,5,854,38506,24913,5224
sort,col,13,5,790,37600,24849,5182
sort,col,13,5,727,37074,25327,4956
sort,col,13,5,786,41186,24164,5270
sort,col,13,6,676,39832,28342,5037
sort,col,13,6,796,44207,26997,5397
sort,col,13,6,819,41613,26596,5315
sort,col,13,6,840,44031,27975,5641
sort,col,13,6,825,42963,27821,5777
sort,col,13,7,840,47102,29014,5748
sort,col,13,7,843,47086,28589,5717
sort,col,13,7,834,46777,29154,5562
sort,col,13,7,896,47595,29559,5946
sort,col,13,7,837,44221,29897,5652
sort,col,13,8,750,46998,31253,5166
sort,col,13,8,776,49429,34698,7050
sort,col,13,8,793,54040,31977,5783
sort,col,13,8,802,49138,31690,5856
sort,col,13,8,794,50306,32205,5816
sort,col,14,1,790,36492,30817,4881
sort,col,14,1,738,31418,28818,4511
sort,col,14,1,786,31962,28515,4690
sort,col,14,1,735,35141,30177,5188
sort,col,14,1,713,33884,29436,4693
sort,col,14,2,761,38740,35153,5374
sort,col,14,2,840,37865,35359,5574
sort,col,14,2,793,41406,35146,5763
sort,col,14,2,730,38727,35142,5289
sort,col,14,2,909,39598,33666,5573
sort,col,14,3,824,41600,40216,5385
sort,col,14,3,843,44730,40657,5962
sort,col,14,3,860,42775,40719,6089
sort,col,14,3,789,45230,39976,5642
sort,col,14,3,861,41694,39639,5589
sort,col,14,4,817,49957,46147,5453
sort,col,14,4,845,53039,46023,5636
sort,col,14,4,753,52266,45400,6578
sort,col,14,4,831,52131,44651,5781
sort,col,14,4,924,52365,44982,6543
sort,col,14,5,996,57838,50445,6827
sort,col,14,5,839,56571,49337,6038
sort,col,14,5,947,59831,50013,6882
sort,col,14,5,830,56840,50114,6030
sort,col,14,5,926,61260,50839,7247
sort,col,14,6,923,65779,54350,7095
sort,col,14,6,855,65610,54451,6793
sort,col,14,6,942,62296,53742,7302
sort,col,14,6,862,67195,53964,6844
sort,col,14,6,1034,64778,54265,7305
sort,col,14,7,1040,78819,59115,7755
sort,col,14,7,954,73555,58696,7704
sort,col,14,7,1053,76544,59896,7605
sort,col,14,7,995,78097,59908,7415
sort,col,14,7,1060,79966,58467,7798
sort,col,14,8,811,88744,65359,7929
sort,col,14,8,984,85467,64469,7835
sort,col,14,8,974,88058,64874,7631
sort,col,14,8,978,83837,64333,7610
sort,col,14,8,928,85883,66099,7492
sort,col,15,1,749,43905,59114,4931
sort,col,15,1,833,41366,60519,5376
sort,col,15,1,926,47233,59672,5979
sort,col,15,1,809,44295,60041,5719
sort,col,15,1,797,44777,58939,6671
sort,col,15,2,829,63406,71779,6982
sort,col,15,2,805,62966,71080,7160
sort,col,15,2,806,58894,70761,7365
sort,col,15,2,842,56113,70788,6929
sort,col,15,2,922,58756,73727,7243
sort,col,15,3,933,74775,80580,8024
sort,col,15,3,967,72554,80196,7339
sort,col,15,3,903,73684,80264,7482
sort,col,15,3,999,67658,79185,7697
sort,col,15,3,987,74076,79941,7655
sort,col,15,4,1009,87126,90978,7599
sort,col,15,4,911,86742,91498,8087
sort,col,15,4,1038,90277,92665,8504
sort,col,15,4,997,89788,92590,8542
sort,col,15,4,1013,88317,90819,8119
sort,col,15,5,1119,103921,102113,9198
sort,col,15,5,1094,100565,100660,9555
sort,col,15,5,1137,103714,104642,9346
sort,col,15,5,1012,104850,102946,9488
sort,col,15,5,993,103725,102994,9211
sort,col,15,6,1168,122054,113214,10705
sort,col,15,6,978,120126,110827,9785
sort,col,15,6,1075,122632,112842,9982
sort,col,15,6,1074,125694,113129,10352
sort,col,15,6,1185,121550,112642,9940
sort,col,15,7,1294,138970,122266,11108
sort,col,15,7,1173,141912,123004,11087
sort,col,15,7,1196,141348,122553,10261
sort,col,15,7,1312,140901,123951,11276
sort,col,15,7,1233,144920,123881,10706
sort,col,15,8,1172,173430,140599,12359
sort,col,15,8,1147,170449,138336,10880
sort,col,15,8,1150,172693,137588,11198
sort,col,15,8,1180,172317,139033,11335
sort,col,15,8,1261,167951,138312,11372
sort,col,16,1,999,80571,119913,8371
sort,col,16,1,904,80482,119827,7768
sort,col,16,1,846,78171,116551,8029
sort,col,16,1,839,76993,119164,7723
sort,col,16,1,974,82483,116377,8417
sort,col,16,2,989,106371,142102,10287
sort,col,16,2,999,109047,143203,9572
sort,col,16,2,1036,111797,143772,9849
sort,col,16,2,1006,104281,146499,9910
sort,col,16,2,1050,107817,140075,9728
sort,col,16,3,1107,133434,166019,11365
sort,col,16,3,1315,133708,166789,12113
sort,col,16,3,1352,136071,163486,12035
sort,col,16,3,1206,137275,165075,11932
sort,col,16,3,1202,136243,165061,11467
sort,col,16,4,1227,172268,190936,12580
sort,col,16,4,1268,177656,188412,13207
sort,col,16,4,1128,170389,191941,12216
sort,col,16,4,1218,174750,192259,13612
sort,col,16,4,1230,170071,190584,12663
sort,col,16,5,1335,209341,215744,14757
sort,col,16,5,1364,206266,214765,14963
sort,col,16,5,1385,207349,209025,15237
sort,col,16,5,1415,204268,212894,15067
sort,col,16,5,1288,203306,210407,14888
sort,col,16,6,1447,251318,234694,16906
sort,col,16,6,1398,248655,235832,17469
sort,col,16,6,1511,249133,237762,17345
sort,col,16,6,1542,246816,229595,16649
sort,col,16,6,1515,247595,228955,17551
sort,col,16,7,1747,293366,256260,21518
sort,col,16,7,1631,292779,261279,18547
sort,col,16,7,1748,289812,253868,19318
sort,col,16,7,1822,288194,254119,19778
sort,col,16,7,1715,292689,255354,19274
sort,col,16,8,1782,348109,283849,21807
sort,col,16,8,1786,356067,288922,21883
sort,col,16,8,1782,353872,289362,22048
sort,col,16,8,1718,348435,286072,23015
sort,col,16,8,1629,358398,291551,21768
sort,col,17,1,1129,157083,239436,12446
sort,col,17,1,1235,155564,237737,12307
sort,col,17,1,1138,154621,239370,12868
sort,col,17,1,1063,148567,239060,11628
sort,col,17,1,1130,154391,234911,12086
sort,col,17,2,1343,214351,289761,15902
sort,col,17,2,1241,208541,290081,15575
sort,col,17,2,1338,210407,288836,16419
sort,col,17,2,1340,213645,290138,16135
sort,col,17,2,1309,219496,287842,15941
sort,col,17,3,1675,282394,335136,20655
sort,col,17,3,1770,280011,326534,20828
sort,col,17,3,1711,278878,327536,20756
sort,col,17,3,1779,287288,331435,20539
sort,col,17,3,1692,276485,327884,20656
sort,col,17,4,1674,366290,389210,24175
sort,col,17,4,1696,354258,382417,23914
sort,col,17,4,1718,358937,394171,24378
sort,col,17,4,1917,359469,387166,24703
sort,col,17,4,1781,369511,384506,25376
sort,col,17,5,2188,427243,436397,30664
sort,col,17,5,2054,430571,435510,29769
sort,col,17,5,2152,431060,430077,30356
sort,col,17,5,2132,434580,441791,30252
sort,col,17,5,2114,430778,428243,30918
sort,col,17,6,2239,516775,478305,34600
sort,col,17,6,2214,517606,482196,36026
sort,col,17,6,2265,511803,480882,34860
sort,col,17,6,2250,517118,481405,35007
sort,col,17,6,2211,515321,483206,35937
sort,col,17,7,2760,612726,533435,41462
sort,col,17,7,2950,607295,529436,41172
sort,col,17,7,2934,604352,528834,40535
sort,col,17,7,2818,613740,535479,40398
sort,col,17,7,2979,611984,532551,40930
sort,col,17,8,2673,730345,589344,43169
sort,col,17,8,2763,734752,601335,44366
sort,col,17,8,2603,730416,595463,42557
sort,col,17,8,2664,731058,597110,43247
sort,col,17,8,2826,739799,595729,44739
sort,col,18,1,1580,316797,480473,21547
sort,col,18,1,1696,304255,493294,21546
sort,col,18,1,1639,314096,480973,21542
sort,col,18,1,1665,316935,486628,21457
sort,col,18,1,1639,317918,487050,21437
sort,col,18,2,2008,430299,574306,29634
sort,col,18,2,2030,428773,569738,29455
sort,col,18,2,1883,436071,584180,28602
sort,col,18,2,2185,444063,559627,33975
sort,col,18,2,1977,438000,573626,28535
sort,col,18,3,2824,568788,662584,37685
sort,col,18,3,2755,575328,666146,37475
sort,col,18,3,2820,561718,673057,37981
sort,col,18,3,2723,571023,672583,37600
sort,col,18,3,2920,572342,668405,38352
sort,col,18,4,2727,736726,788885,46622
sort,col,18,4,2914,731558,785059,46865
sort,col,18,4,2962,741690,792645,46769
sort,col,18,4,2757,730514,783633,46557
sort,col,18,4,2840,733674,793997,45560
sort,col,18,5,3746,888131,899202,58085
sort,col,18,5,3537,891573,904433,58259
sort,col,18,5,3416,891919,897992,57457
sort,col,18,5,3624,892952,900199,57865
sort,col,18,5,3516,896237,894398,58465
sort,col,18,6,3686,1089022,999942,68052
sort,col,18,6,3612,1154581,990015,68189
sort,col,18,6,3785,1087582,1000899,69864
sort,col,18,6,3656,1088261,999775,69870
sort,col,18,6,3837,1074988,987212,68657
sort,col,18,7,4857,1315322,1109758,78276
sort,col,18,7,5071,1309327,1104404,80947
sort,col,18,7,4863,1287904,1118556,77909
sort,col,18,7,4951,1284844,1115041,79713
sort,col,18,7,5156,1310726,1105567,80585
sort,col,18,8,4733,1629213,1221706,87734
sort,col,18,8,4552,1554210,1233963,85554
sort,col,18,8,4609,1559046,1232834,86654
sort,col,18,8,4468,1560177,1240511,87085
sort,col,18,8,4843,1580981,1240631,87157
sort,col,19,1,2726,656827,911470,48220
sort,col,19,1,2833,658806,916780,48063
sort,col,19,1,2717,654565,908771,46381
sort,col,19,1,2800,662383,916511,48640
sort,col,19,1,2833,652833,909503,47460
sort,col,19,2,3738,947556,1179038,66196
sort,col,19,2,3787,934245,1160336,67236
sort,col,19,2,3554,947989,1163702,65504
sort,col,19,2,3564,953583,1171906,64746
sort,col,19,2,3584,947477,1176227,65638
sort,col,19,3,5392,1288403,1397890,85153
sort,col,19,3,5314,1239501,1411026,86381
sort,col,19,3,5314,1243757,1400616,84877
sort,col,19,3,5391,1267692,1394788,85354
sort,col,19,3,5284,1256300,1406572,84544
sort,col,19,4,5379,1654268,1654146,101698
sort,col,19,4,5303,1650981,1667231,102771
sort,col,19,4,5149,1661934,1649273,102868
sort,col,19,4,5083,1642401,1657707,102639
sort,col,19,4,5425,1662211,1664407,103519
sort,col,19,5,6255,2127554,1878935,127755
sort,col,19,5,6488,2047819,1878252,126806
sort,col,19,5,6298,2074360,1888095,127186
sort,col,19,5,6352,2059662,1887893,125431
sort,col,19,5,6468,2084819,1893315,126662
sort,col,19,6,6897,2604045,2113175,148680
sort,col,19,6,6882,2558402,2116914,150780
sort,col,19,6,7044,2690304,2109748,151509
sort,col,19,6,6800,2607582,2109427,150928
sort,col,19,6,6676,2548998,2117935,150006
sort,col,19,7,9262,3188307,2338544,176161
sort,col,19,7,9084,3151618,2356187,178078
sort,col,19,7,9284,3224847,2354086,176617
sort,col,19,7,9246,3197514,2333871,174269
sort,col,19,7,9367,3184728,2338152,174779
sort,col,19,8,8817,3654740,2569523,185780
sort,col,19,8,8446,3744714,2577234,183218
sort,col,19,8,8728,3714401,2581581,187499
sort,col,19,8,8758,3733090,2564142,186693
sort,col,19,8,8680,3628051,2576859,188820
sort,col,20,1,5000,1494126,1969950,101272
sort,col,20,1,4951,1463969,1984163,99141
sort,col,20,1,4850,1490391,1976027,99313
sort,col,20,1,4871,1483752,1970462,99179
sort,col,20,1,4895,1493257,1963710,98301
sort,col,20,2,6714,2122353,2529379,138343
sort,col,20,2,6394,2074054,2538275,136840
sort,col,20,2,6367,2063672,2533429,136079
sort,col,20,2,6553,1979383,2533714,136930
sort,col,20,2,6550,2097227,2543520,139265
sort,col,20,3,9534,2797675,3019293,182281
sort,col,20,3,9885,2828167,3030873,183442
sort,col,20,3,10001,2803556,3012109,183540
sort,col,20,3,9759,2768491,3032719,184145
sort,col,20,3,9540,2702700,3020422,176961
sort,col,20,4,9906,3873778,3558013,224395
sort,col,20,4,9853,3865130,3543884,216556
sort,col,20,4,9957,3750109,3536093,217784
sort,col,20,4,10035,3797027,3547327,214950
sort,col,20,4,10368,3801065,3489563,219734
sort,col,20,5,12065,4791829,3977790,265566
sort,col,20,5,12060,4871889,4029460,268166
sort,col,20,5,12459,4978881,3999756,270883
sort,col,20,5,12235,4888271,4036871,272892
sort,col,20,5,12079,4901914,4028057,274718
sort,col,20,6,13265,5925493,4489956,315497
sort,col,20,6,13203,5843637,4517095,313891
sort,col,20,6,13113,5834737,4519655,313722
sort,col,20,6,12951,5860450,4512895,310786
sort,col,20,6,12982,5850903,4508070,313678
sort,col,20,7,17530,6992070,5001721,360460
sort,col,20,7,18045,7001770,4963629,361785
sort,col,20,7,17759,6952325,4985958,365556
sort,col,20,7,17987,6953615,4977846,365358
sort,col,20,7,17834,7011763,5006149,356399
sort,col,20,8,16617,8285890,5454142,363748
sort,col,20,8,16767,8268548,5460267,367911
sort,col,20,8,16778,8215887,5466420,371947
sort,col,20,8,16849,8144423,5465729,380617
sort,col,20,8,16658,8218925,5463100,372083
sort,col,21,1,9129,3214932,4077898,199700
sort,col,21,1,8990,3150166,4100103,198981
sort,col,21,1,9125,3179031,4077708,198230
sort,col,21,1,8869,3159155,4103192,198828
sort,col,21,1,9051,3161338,4119179,199454
sort,col,21,2,11750,4526782,5354550,275112
sort,col,21,2,12180,4571716,5382743,277678
sort,col,21,2,12257,4535334,5311212,276364
sort,col,21,2,12301,4538534,5352852,279717
sort,col,21,2,12302,4476576,5335029,279197
sort,col,21,3,17951,6020133,6442017,366284
sort,col,21,3,18035,6059197,6451057,365757
sort,col,21,3,18518,5927798,6404691,365588
sort,col,21,3,18287,6095313,6435291,366430
sort,col,21,3,18424,6119889,6405166,370235
sort,col,21,4,18836,8253880,7428776,451000
sort,col,21,4,18678,8382352,7413243,449371
sort,col,21,4,19296,8491030,7349095,452181
sort,col,21,4,18485,8162664,7419633,451692
sort,col,21,4,18553,8217639,7426832,447892
sort,col,21,5,24844,10624798,8274902,571083
sort,col,21,5,23545,10177715,8410851,554985
sort,col,21,5,23601,10166541,8441224,552813
sort,col,21,5,23229,10396382,8347179,551682
sort,col,21,5,22916,10178551,8428743,553455
sort,col,21,6,25667,12387640,9439277,648768
sort,col,21,6,25167,12395338,9433666,640766
sort,col,21,6,25466,12427906,9452626,642443
sort,col,21,6,25542,12500366,9431912,645940
sort,col,21,6,25599,12435086,9430393,641718
sort,col,21,7,34203,14725154,10500034,743005
sort,col,21,7,37229,14447506,10258346,759885
sort,col,21,7,34320,14768363,10447500,750692
sort,col,21,7,34545,14784267,10469368,741349
sort,col,21,7,34683,14700097,10441459,749235
sort,col,21,8,32096,17104132,11492206,794876
sort,col,21,8,32175,17057271,11500450,797549
sort,col,21,8,31659,17104033,11495970,788681
sort,col,21,8,32078,17189313,11521533,789893
sort,col,21,8,32539,17102531,11506416,788219
sort,col,22,1,17509,6122412,8456873,395346
sort,col,22,1,17057,6669012,8511147,398391
sort,col,22,1,17344,6727121,8463912,399095
sort,col,22,1,17246,6740480,8503541,398599
sort,col,22,1,17338,6793781,8496804,405377
sort,col,22,2,23403,9579349,11130459,554899
sort,col,22,2,23229,9563320,11136520,558234
sort,col,22,2,23386,9182316,11130130,553645
sort,col,22,2,23396,9578654,11142749,555096
sort,col,22,2,23221,9516220,11102112,554593
sort,col,22,3,35047,12620195,13259605,742750
sort,col,22,3,35458,12735979,13206657,737103
sort,col,22,3,34722,12659376,13299515,742769
sort,col,22,3,34459,12588389,13330819,733022
sort,col,22,3,35030,12639887,13311107,745732
sort,col,22,4,37316,17243010,15204037,907970
sort,col,22,4,36680,17425437,15214766,910547
sort,col,22,4,35595,17148286,15230377,918793
sort,col,22,4,36473,17730456,15223587,923823
sort,col,22,4,37336,17626270,15228997,919753
sort,col,22,5,45986,21364516,17270485,1118503
sort,col,22,5,45337,21805066,17251242,1125831
sort,col,22,5,45277,21611402,17302501,1127134
sort,col,22,5,44988,21461362,17253812,1129796
sort,col,22,5,45596,21684139,17274026,1120078
sort,col,22,6,48249,26176593,19414456,1317947
sort,col,22,6,49238,26689766,19399986,1327210
sort,col,22,6,48843,26161737,19426418,1316003
sort,col,22,6,49288,26611955,19382852,1346330
sort,col,22,6,47892,26834794,19360914,1316202
sort,col,22,7,67920,30951990,21626603,1557216
sort,col,22,7,65886,30564632,21678746,1540140
sort,col,22,7,66620,30734934,21612705,1573928
sort,col,22,7,67403,30476842,21620581,1577227
sort,col,22,7,68372,30700148,21668021,1566068
sort,col,22,8,60505,35276557,23877843,1644629
sort,col,22,8,61137,35430804,23814521,1641883
sort,col,22,8,60991,35847887,23676230,1639666
sort,col,22,8,65152,34942462,23429386,1670815
sort,col,22,8,61826,35789476,23750821,1648808
sort,col,23,1,33752,13054887,17359507,802338
sort,col,23,1,32982,14155481,17531025,814886
sort,col,23,1,32985,12975649,17378342,807797
sort,col,23,1,33444,14114284,17477450,810845
sort,col,23,1,32636,14101948,17483302,817122
sort,col,23,2,46092,19307953,22968310,1156822
sort,col,23,2,46414,19242809,23028937,1161852
sort,col,23,2,45673,19507119,23038714,1135156
sort,col,23,2,46564,19230128,23021718,1143186
sort,col,23,2,46356,19375374,23024072,1152069
sort,col,23,3,67673,27087274,27460006,1523185
sort,col,23,3,68725,26583839,27512270,1540224
sort,col,23,3,69322,27445998,27345963,1532643
sort,col,23,3,67398,26969466,27517771,1518275
sort,col,23,3,66637,26793910,27612451,1515649
sort,col,23,4,75060,36678765,31322568,1944901
sort,col,23,4,69968,36443658,31615730,1894068
sort,col,23,4,72908,36996181,31448953,1893219
sort,col,23,4,71654,36705832,31453807,1876208
sort,col,23,4,70243,36779695,31491165,1919384
sort,col,23,5,87234,45262510,35982258,2319761
sort,col,23,5,88068,45540035,36084328,2347698
sort,col,23,5,84714,45975857,36006900,2336290
sort,col,23,5,87530,45082969,36097983,2324634
sort,col,23,5,86817,45668343,36067802,2341197
sort,col,23,6,93531,54315084,40628825,2770108
sort,col,23,6,91502,55130571,40593312,2757222
sort,col,23,6,92828,55392335,40541338,2774094
sort,col,23,6,90636,55063885,40491712,2774679
sort,col,23,6,90287,54501629,40598387,2748459
sort,col,23,7,138251,63581560,44465841,3266681
sort,col,23,7,131919,63991164,45533283,3261159
sort,col,23,7,128090,64597558,45432840,3254765
sort,col,23,7,126421,64195224,45458959,3244008
sort,col,23,7,131784,64031782,45320248,3275031
sort,col,23,8,117088,74106371,49923786,3430460
sort,col,23,8,115172,74123770,49911364,3446510
sort,col,23,8,120821,74687221,49933693,3450639
sort,col,23,8,111812,74158539,49807173,3391381
sort,col,23,8,115712,74180218,49920661,3442744
sort,col,24,1,65920,30540331,36143456,1709744
sort,col,24,1,65956,28334588,36062603,1687010
sort,col,24,1,66877,28602660,36172086,1703315
sort,col,24,1,65798,28821816,36151885,1693973
sort,col,24,1,67918,30737928,36137582,1724804
sort,col,24,2,90110,40910885,47167369,2353627
sort,col,24,2,89121,40665495,47093557,2332582
sort,col,24,2,86392,42737920,47024716,2356929
sort,col,24,2,88312,40883259,47109386,2334673
sort,col,24,2,98505,42789119,46597136,2420987
sort,col,24,3,130201,55422975,56044769,3118958
sort,col,24,3,138014,57018635,55817209,3220191
sort,col,24,3,132991,56031623,55908613,3212283
sort,col,24,3,135011,56912059,55827658,3158135
sort,col,24,3,131821,56122591,55842992,3178421
sort,col,24,4,132950,75149869,64848632,3839832
sort,col,24,4,132734,76432346,64670421,3876838
sort,col,24,4,132855,77039752,64724854,3895267
sort,col,24,4,134347,76281722,64548020,3897249
sort,col,24,4,134403,76794545,64780969,3880699
sort,col,24,5,166860,92718434,74312409,4760356
sort,col,24,5,159855,93274682,74237521,4749874
sort,col,24,5,160301,93878928,74303313,4730406
sort,col,24,5,166378,93125042,74311792,4819362
sort,col,24,5,164087,92977555,74382577,4764036
sort,col,24,6,177738,113481954,83752382,5651985
sort,col,24,6,172579,113680853,83859029,5659759
sort,col,24,6,171231,112528815,83774785,5644038
sort,col,24,6,172989,113823776,83746058,5636471
sort,col,24,6,167213,112843432,83820787,5632084
sort,col,24,7,236499,132803498,94158316,6678224
sort,col,24,7,242389,132492734,94287153,6688757
sort,col,24,7,245839,133606680,94127095,6744991
sort,col,24,7,241274,133679689,94130282,6585933
sort,col,24,7,242794,133190614,94131636,6684346
sort,col,24,8,214533,153534205,103042050,7025564
sort,col,24,8,221645,153795777,103034427,7075536
