sim,category,count,columns,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS
comparator,col,21,4,11648,22339872,2871670,15471462
comparator,col,21,4,13954,22449579,2866543,15478467
comparator,col,21,5,18682,22954566,2906295,16114184
comparator,col,21,5,17678,22954519,2908648,16124761
comparator,col,21,5,17926,22942294,2860483,16101256
comparator,col,21,5,17895,22909106,2898723,16099223
comparator,col,21,5,17859,22976377,2910888,16118772
comparator,col,21,6,62153,23551033,2896879,16853499
comparator,col,21,6,62353,23604420,2907959,16848337
comparator,col,21,6,62938,23443893,2885202,16839864
comparator,col,21,6,64528,23491986,2885940,16845459
comparator,col,21,6,63799,23564897,2906636,16851837
comparator,col,21,7,241381,24141665,2880414,17796150
comparator,col,21,7,238233,24186826,2893067,17851338
comparator,col,21,7,237277,24204235,2914254,17829231
comparator,col,21,7,241157,24089262,2887568,17779654
comparator,col,21,7,245330,24145682,2893135,17801202
comparator,col,21,8,446613,24837101,2919933,18899436
comparator,col,21,8,447724,24772925,2866330,18893427
comparator,col,21,8,451925,24866091,2895819,18929563
comparator,col,21,8,444167,24806435,2883122,18860678
comparator,col,21,8,457665,24902329,2882337,19003464
comparator,col,22,1,8479,43421230,5287842,31907135
comparator,col,22,1,7928,43331413,5281152,31905276
comparator,col,22,1,8212,43484657,5283165,32085025
comparator,col,22,1,7699,43295541,5301881,31869323
comparator,col,22,1,7831,43325496,5288305,31898060
comparator,col,22,2,14986,51415731,5560592,38615179
comparator,col,22,2,15325,51346290,5566244,38629932
comparator,col,22,2,13815,51430816,5544017,38678688
comparator,col,22,2,13907,51096233,5542863,38565932
comparator,col,22,2,181883,51381803,5480782,38398623
comparator,col,22,3,92506,52587655,5597536,39872541
comparator,col,22,3,93036,52317339,5572879,39751524
comparator,col,22,3,97909,52385417,5587843,39816866
comparator,col,22,3,91730,52791083,5532481,39880917
comparator,col,22,3,98755,52491083,5580553,39849014
comparator,col,22,4,614966,53658732,5555109,41554131
comparator,col,22,4,613350,53654521,5606693,41607515
comparator,col,22,4,614836,53688019,5543674,41576703
comparator,col,22,4,617737,53839723,5531896,41625507
comparator,col,22,4,616580,53766976,5599126,41673451
comparator,col,22,5,1165479,54993810,5623648,43610449
comparator,col,22,5,1169125,54771607,5613479,43506566
comparator,col,22,5,1176235,54949506,5608397,43558429
comparator,col,22,5,1167584,54680697,5575024,43441820
comparator,col,22,5,1189282,54793686,5625431,43563319
comparator,col,22,6,1691889,56177888,5623677,45729288
comparator,col,22,6,1691177,55989808,5609942,45676631
comparator,col,22,6,1705060,55964614,5617805,45725444
comparator,col,22,6,1686498,55970079,5602387,45650397
comparator,col,22,6,1682398,55911214,5626185,45599791
comparator,col,22,7,2207676,57136209,5616035,48424234
comparator,col,22,7,2213402,57351310,5617785,48115714
comparator,col,22,7,2235910,57291874,5622693,48218715
comparator,col,22,7,2202759,57201053,5577139,47990882
comparator,col,22,7,2221562,57284028,5609681,48120766
comparator,col,22,8,2910002,58512321,5632356,51084624
comparator,col,22,8,2880937,58715871,5646407,51065975
comparator,col,22,8,2910057,58463196,5637460,51020441
comparator,col,22,8,2909556,58675638,5616724,51014939
comparator,col,22,8,2890666,58522182,5624369,50980210
comparator,col,23,1,19179,109536553,10450949,79658363
comparator,col,23,1,17822,109761731,10497430,79914907
comparator,col,23,1,16456,109395752,10505348,79819819
comparator,col,23,1,17289,109480030,10471410,79864084
comparator,col,23,1,18398,109571037,10491584,79899203
comparator,col,23,2,4233291,122534866,11348283,97491334
comparator,col,23,2,4239594,122791987,11321385,97579618
comparator,col,23,2,4228977,122645162,11320721,97578165
comparator,col,23,2,4228610,122880148,11327185,97709627
comparator,col,23,2,4228118,122746431,11320603,97573702
comparator,col,23,3,5759506,125183479,11451287,101875779
comparator,col,23,3,5755610,125084518,11436108,101778259
comparator,col,23,3,5747031,125388979,11344834,101626932
comparator,col,23,3,5754350,125077169,11344978,101728785
comparator,col,23,3,5758214,125406001,11485116,101960905
comparator,col,23,4,7035247,127230268,11483268,105817574
comparator,col,23,4,7219730,126754360,11357076,104742360
comparator,col,23,4,6975434,127158036,11362584,105645243
comparator,col,23,4,6978639,127380943,11520571,105864634
comparator,col,23,4,6988327,127313966,11445926,105841517
comparator,col,23,5,8099207,129921594,11514503,110033751
comparator,col,23,5,8141770,129866263,11483885,109853129
comparator,col,23,5,8094134,129779656,11503378,110032560
comparator,col,23,5,8113003,129861333,11505238,110022477
comparator,col,23,5,8084617,129484591,11412818,109842102
comparator,col,23,6,9134586,132063217,11565127,114726361
comparator,col,23,6,9314166,131330361,11342644,113590855
comparator,col,23,6,9197427,132109052,11579422,114806274
comparator,col,23,6,9224715,132454334,11518002,114828034
comparator,col,23,6,9223717,132574864,11555862,114932537
comparator,col,23,7,10325062,133876989,11551009,119922303
comparator,col,23,7,10392923,134894586,11570933,120358337
comparator,col,23,7,10331947,134276473,11525960,120762152
comparator,col,23,7,10383160,134574537,11583998,120271990
comparator,col,23,7,10319757,133793017,11559162,119957132
comparator,col,23,8,11679439,136663588,11618776,126245500
comparator,col,23,8,11663964,136683730,11614950,126190663
comparator,col,23,8,11709139,136523176,11564827,126453403
comparator,col,23,8,11654155,136664035,11579464,126051890
comparator,col,23,8,11668135,136416996,11579616,126084446
comparator,col,24,1,14466106,263539736,23030304,206438041
comparator,col,24,1,14481825,262890695,22973474,206279324
comparator,col,24,1,14460281,262892894,23008256,206251654
comparator,col,24,1,14468195,263498798,22980680,206305619
comparator,col,24,1,14460916,263464966,22964574,206270106
comparator,col,24,2,33040895,293231477,21957316,257622687
comparator,col,24,2,33022213,292723715,21866692,257184946
comparator,col,24,2,33065323,293067247,21883820,257752444
comparator,col,24,2,33027021,292742070,21910825,257466192
comparator,col,24,2,33039731,293170077,21968545,257466597
comparator,col,24,3,35278275,296678694,22224705,265522900
comparator,col,24,3,35333021,297520060,22222972,265801531
comparator,col,24,3,35277104,296901506,22258926,265597790
comparator,col,24,3,35289635,296982688,21975226,265436096
comparator,col,24,3,35295679,296977368,21904262,264259715
comparator,col,24,4,37333345,301741239,22013714,273486281
comparator,col,24,4,37335478,301136159,22288456,273331872
comparator,col,24,4,37334641,301077878,22024368,273370110
comparator,col,24,4,37337616,301612944,22317833,273482166
comparator,col,24,4,37317361,301844029,22104107,273270653
comparator,col,24,5,39238772,305819052,22338690,281870964
comparator,col,24,5,39272163,305981813,22193132,281643790
comparator,col,24,5,39245347,305551545,22322265,281828252
comparator,col,24,5,39243395,305364455,22314565,281384879
comparator,col,24,5,39260239,305730966,22166485,281263937
comparator,col,24,6,41266319,310230673,22143702,292197225
comparator,col,24,6,41370000,310642351,22393157,292344102
comparator,col,24,6,41204108,310720222,22378766,292246329
comparator,col,24,6,41238474,310356951,22431398,291944689
comparator,col,24,6,41217831,310665546,22427722,291821685
comparator,col,24,7,43450006,315023531,22438015,305334324
comparator,col,24,7,43365815,315323457,22459608,303951950
comparator,col,24,7,43345789,314896837,22381539,303759769
comparator,col,24,7,43190157,315822295,22403553,301267164
comparator,col,24,7,43329937,315706722,22346819,303141619
comparator,col,24,8,45895476,321045713,22318156,317784219
comparator,col,24,8,45842702,320770343,22547036,317763782
comparator,col,24,8,45813230,319888089,22393369,317505955
comparator,col,24,8,45062723,320192125,22468195,310902907
comparator,col,24,8,45123300,321275546,22427819,311157067
comparator,col,25,1,95532942,623243833,46765599,580312786
comparator,col,25,1,95436286,621948438,46754050,579401115
comparator,col,25,1,95527708,623608167,46866070,580689363
comparator,col,25,1,95428287,622162421,46736378,579541342
comparator,col,25,1,95516659,623294614,46613323,580648467
comparator,col,25,2,130274931,677718224,42252394,680538180
comparator,col,25,2,130488858,678440983,42248441,683290376
comparator,col,25,2,130284878,679202394,42323557,681500149
comparator,col,25,2,130512230,678388456,42320931,682634473
comparator,col,25,2,130380119,678091497,42241683,681517047
comparator,col,25,3,134684554,687256771,42608956,699355167
comparator,col,25,3,134689171,694609009,42444558,699286844
comparator,col,25,3,134608269,685736096,42638267,698249877
comparator,col,25,3,134469332,684971077,42448172,696068992
comparator,col,25,3,134602601,687459998,42755126,698863154
comparator,col,25,4,138252485,695471199,42642796,714038038
comparator,col,25,4,138616337,696535384,42822992,716837084
comparator,col,25,4,138475788,694969437,42675057,715416273
comparator,col,25,4,138559022,695236339,42823382,715834156
comparator,col,25,4,138493049,695294539,42549087,714693106
comparator,col,25,5,142306222,704473512,42845391,733292636
comparator,col,25,5,142142961,703847328,42695983,732921117
comparator,col,25,5,142275055,705024066,42640002,733488868
comparator,col,25,5,142113024,704553619,42828283,728731966
comparator,col,25,5,142261563,704252476,42845437,733436434
comparator,col,25,6,145921524,711937424,42845693,750187521
comparator,col,25,6,146054632,713397663,42899232,752085914
comparator,col,25,6,146029072,713783111,42800385,755072207
comparator,col,25,6,145998856,712949393,42968984,755811988
comparator,col,25,6,146033437,713858122,42910028,756128580
comparator,col,25,7,149804981,724055004,43080278,778441426
comparator,col,25,7,149589251,723073878,43016915,776335827
comparator,col,25,7,149937913,722954043,43008160,779895076
comparator,col,25,7,150412320,722707381,42981233,786101913
comparator,col,25,7,150408240,722778528,42962584,785495865
comparator,col,25,8,153611108,733430466,43077831,809435028
comparator,col,25,8,155212369,731495113,42993520,821853950
comparator,col,25,8,155371776,732451470,43165830,821321422
comparator,col,25,8,155681670,732106995,42999055,820705341
comparator,col,25,8,154006454,733963746,43122627,810503417
comparator,row,10,1,658,24331,3375,4257
comparator,row,10,1,727,25232,3754,4199
comparator,row,10,1,747,25144,3688,4170
comparator,row,10,1,714,25309,3745,3981
comparator,row,10,1,650,18981,2953,3981
comparator,row,10,2,683,23006,3723,3757
comparator,row,10,2,769,22297,3819,4097
comparator,row,10,2,620,20095,3977,4185
comparator,row,10,2,676,25149,3604,4183
comparator,row,10,2,714,23453,3673,3948
comparator,row,10,3,651,22628,3760,3913
comparator,row,10,3,649,19679,3455,3324
comparator,row,10,3,692,20327,3623,3801
comparator,row,10,3,687,21651,3795,3807
comparator,row,10,3,667,26515,4593,4747
comparator,row,10,4,667,27521,4076,4740
comparator,row,10,4,600,22840,3776,3734
comparator,row,10,4,580,20521,4096,3666
comparator,row,10,4,697,25801,5254,4534
comparator,row,10,4,706,24437,4107,4129
comparator,row,10,5,670,25483,4948,3972
comparator,row,10,5,581,22637,5141,4099
comparator,row,10,5,610,23711,4022,3474
comparator,row,10,5,565,22431,4891,3389
comparator,row,10,5,713,25010,4151,5295
comparator,row,10,6,566,22497,4836,3741
comparator,row,10,6,655,23358,4375,3663
comparator,row,10,6,742,26108,4467,4396
comparator,row,10,6,578,25018,5427,4214
comparator,row,10,6,818,26068,4668,4467
comparator,row,10,7,606,23968,5109,4107
comparator,row,10,7,555,22769,5377,3666
comparator,row,10,7,540,21442,5212,3382
comparator,row,10,7,717,22823,4570,4160
comparator,row,10,7,642,24654,5770,3946
comparator,row,10,8,665,21706,3460,3851
comparator,row,10,8,675,26069,5445,5075
comparator,row,10,8,668,25881,4929,4380
comparator,row,10,8,624,23067,4513,4384
comparator,row,10,8,735,23320,4852,3984
comparator,row,11,1,632,21925,5024,3883
comparator,row,11,1,642,22876,4088,3524
comparator,row,11,1,607,22350,4028,3730
comparator,row,11,1,611,24634,5140,4074
comparator,row,11,1,675,22169,4189,3668
comparator,row,11,2,653,25896,6262,4349
comparator,row,11,2,698,24359,5073,3838
comparator,row,11,2,592,23485,6206,3887
comparator,row,11,2,642,25546,6077,4594
comparator,row,11,2,756,26387,4981,3969
comparator,row,11,3,621,28124,6764,4358
comparator,row,11,3,604,25313,6536,3912
comparator,row,11,3,739,23145,5434,4173
comparator,row,11,3,578,20591,6644,3573
comparator,row,11,3,674,25366,5669,5422
comparator,row,11,4,761,27396,5854,4268
comparator,row,11,4,737,22666,5840,3969
comparator,row,11,4,614,24381,6931,3852
comparator,row,11,4,679,22116,6028,3582
comparator,row,11,4,778,29184,6298,4697
comparator,row,11,5,814,27650,7002,4876
comparator,row,11,5,728,28725,6746,4700
comparator,row,11,5,692,24787,7378,4779
comparator,row,11,5,684,23565,6549,3655
comparator,row,11,5,676,24224,6609,4130
comparator,row,11,6,679,27763,8145,4346
comparator,row,11,6,665,26401,8206,4419
comparator,row,11,6,597,26952,7979,4345
comparator,row,11,6,617,26635,8226,4126
comparator,row,11,6,627,28862,8155,4082
comparator,row,11,7,713,27934,7388,4391
comparator,row,11,7,703,27191,8057,4606
comparator,row,11,7,789,24536,7603,4710
comparator,row,11,7,639,28317,8720,4620
comparator,row,11,7,729,27297,7705,4010
comparator,row,11,8,726,30555,8486,4432
comparator,row,11,8,784,28739,8073,4762
comparator,row,11,8,668,30140,9156,4414
comparator,row,11,8,711,30961,9015,4706
comparator,row,11,8,564,28448,8824,3910
comparator,row,12,1,645,23122,5618,3871
comparator,row,12,1,666,21704,5953,4083
comparator,row,12,1,560,24229,6630,4395
comparator,row,12,1,615,22067,5823,3401
comparator,row,12,1,800,22996,5637,4718
comparator,row,12,2,632,24223,7808,3993
comparator,row,12,2,707,24448,7116,5025
comparator,row,12,2,649,23886,9119,4210
comparator,row,12,2,621,26919,8340,4457
comparator,row,12,2,658,27530,9421,4347
comparator,row,12,3,792,26301,10021,4776
comparator,row,12,3,693,25465,9801,4365
comparator,row,12,3,672,25846,11169,4412
comparator,row,12,3,683,25561,10227,4035
comparator,row,12,3,819,27872,10341,5139
comparator,row,12,4,848,31118,11714,5325
comparator,row,12,4,665,27199,11133,4993
comparator,row,12,4,782,30759,11422,4761
comparator,row,12,4,715,29926,11795,4928
comparator,row,12,4,630,29459,12746,4503
comparator,row,12,5,765,28503,12725,4335
comparator,row,12,5,768,29935,12374,4652
comparator,row,12,5,560,27555,13307,4089
comparator,row,12,5,678,31313,13452,4388
comparator,row,12,5,767,27609,12316,4433
comparator,row,12,6,742,31650,13801,5894
comparator,row,12,6,604,32673,14730,4765
comparator,row,12,6,681,31803,13665,6768
comparator,row,12,6,723,30685,13231,5019
comparator,row,12,6,782,32642,13806,4827
comparator,row,12,7,716,33670,15827,4799
comparator,row,12,7,728,32302,14999,5209
comparator,row,12,7,640,29501,15171,4701
comparator,row,12,7,736,37255,15855,4967
comparator,row,12,7,621,32058,15382,4472
comparator,row,12,8,838,38245,16356,4920
comparator,row,12,8,656,34099,17089,4745
comparator,row,12,8,737,40201,16642,5061
comparator,row,12,8,792,38502,16493,4990
comparator,row,12,8,649,34832,17237,4559
comparator,row,13,1,585,26763,13586,4076
comparator,row,13,1,709,28306,12473,4467
comparator,row,13,1,646,27738,13501,4385
comparator,row,13,1,771,27161,11738,4243
comparator,row,13,1,613,27873,13313,4397
comparator,row,13,2,718,34788,17415,4901
comparator,row,13,2,772,30555,17664,4868
comparator,row,13,2,756,27558,17053,4493
comparator,row,13,2,637,30170,18260,4506
comparator,row,13,2,695,29133,17116,4428
comparator,row,13,3,671,30129,21384,4710
comparator,row,13,3,673,28950,20353,4600
comparator,row,13,3,683,32814,22056,4863
comparator,row,13,3,768,34222,20029,5116
comparator,row,13,3,739,30763,19927,4964
comparator,row,13,4,594,32687,23746,4543
comparator,row,13,4,809,30351,22237,5102
comparator,row,13,4,616,33589,23449,4751
comparator,row,13,4,616,36490,23762,4970
comparator,row,13,4,771,36235,24203,5347
comparator,row,13,5,766,38265,25342,5049
comparator,row,13,5,731,37339,24793,4981
comparator,row,13,5,928,43043,25573,6125
comparator,row,13,5,836,39211,25326,5557
comparator,row,13,5,768,37764,25075,4918
comparator,row,13,6,709,42544,27025,5648
comparator,row,13,6,670,42988,27896,5290
comparator,row,13,6,651,40724,28151,4933
comparator,row,13,6,822,45890,27577,5616
comparator,row,13,6,730,43023,27483,5427
comparator,row,13,7,773,46137,29085,5667
comparator,row,13,7,840,47560,29606,5472
comparator,row,13,7,717,46775,32559,5488
comparator,row,13,7,705,45366,30370,5384
comparator,row,13,7,691,43800,30561,5857
comparator,row,13,8,756,51991,32279,5658
comparator,row,13,8,738,55540,33490,6356
comparator,row,13,8,775,53913,33187,5913
comparator,row,13,8,651,49181,32176,5130
comparator,row,13,8,802,50028,31815,5815
comparator,row,14,1,689,36384,30649,4914
comparator,row,14,1,627,36037,30569,4626
comparator,row,14,1,705,32449,30232,4602
comparator,row,14,1,638,34681,31733,4783
comparator,row,14,1,711,36465,30346,4884
comparator,row,14,2,666,35174,36631,4697
comparator,row,14,2,744,36164,34737,4828
comparator,row,14,2,618,34802,35845,4838
comparator,row,14,2,676,33801,35291,5109
comparator,row,14,2,650,37201,36512,4970
