category|count|columns|cmd|pid|time|counter|event
col_all|16777216|3|simulation|6905|11691591.464380929:|35165|branch-misses:
col_all|16777216|3|simulation|6905|11691591.465675363:|187953|cache-misses:
col_all|16777216|3|simulation|6905|11691591.467711691:|35981|branch-misses:
col_all|16777216|3|simulation|6905|11691591.469606636:|188536|cache-misses:
col_all|16777216|3|simulation|6905|11691591.470178029:|43550|branch-misses:
col_all|16777216|3|simulation|6905|11691591.473174663:|197735|cache-misses:
col_all|16777216|3|simulation|6905|11691591.473281314:|47730|branch-misses:
col_all|16777216|3|simulation|6905|11691591.476699331:|50379|branch-misses:
col_all|16777216|3|simulation|6905|11691591.476853844:|203266|cache-misses:
col_all|16777216|3|simulation|6905|11691591.479777698:|54353|branch-misses:
col_all|16777216|3|simulation|6905|11691591.480523362:|210178|cache-misses:
col_all|16777216|3|simulation|6905|11691591.482809631:|60094|branch-misses:
col_all|16777216|3|simulation|6905|11691591.484082058:|220927|cache-misses:
col_all|16777216|3|simulation|6905|11691591.486236954:|64390|branch-misses:
col_all|16777216|3|simulation|6905|11691591.487970499:|225282|cache-misses:
col_all|16777216|3|simulation|6905|11691591.496553023:|133599|cache-misses:
col_all|16777216|3|simulation|6905|11691591.497199795:|37368|branch-misses:
col_all|16777216|3|simulation|6905|11691591.499575354:|43289|branch-misses:
col_all|16777216|3|simulation|6905|11691591.503234347:|44439|branch-misses:
col_all|16777216|3|simulation|6905|11691591.507131320:|44890|branch-misses:
col_all|16777216|3|simulation|6905|11691591.510795406:|52023|cache-misses:
col_all|16777216|3|simulation|6905|11691591.512016237:|66683|cache-misses:
col_all|16777216|3|simulation|6905|11691591.513757506:|33963|branch-misses:
col_all|16777216|3|simulation|6905|11691591.516468066:|36887|branch-misses:
col_all|16777216|3|simulation|6905|11691591.517606838:|70623|cache-misses:
col_all|16777216|3|simulation|6905|11691591.519709864:|41080|branch-misses:
col_all|16777216|3|simulation|6905|11691591.521978398:|45817|branch-misses:
col_all|16777216|3|simulation|6905|11691591.523837620:|52669|cache-misses:
col_all|16777216|3|simulation|6905|11691591.527740407:|38880|branch-misses:
col_all|16777216|3|simulation|6905|11691591.529523706:|45577|cache-misses:
col_all|16777216|3|simulation|6905|11691591.531793707:|40483|branch-misses:
col_all|16777216|3|simulation|6905|11691591.534640905:|44889|branch-misses:
col_all|16777216|3|simulation|6905|11691591.537145759:|29681|cache-misses:
col_all|16777216|3|simulation|6905|11691591.537397669:|51152|branch-misses:
col_all|16777216|3|simulation|6905|11691591.537603146:|29681|cache-misses:
col_all|16777216|3|simulation|6905|11691591.538065166:|82789|cache-misses:
col_all|16777216|3|simulation|6905|11691591.539315536:|174831|cache-misses:
col_all|16777216|3|simulation|6905|11691591.541950218:|232609|cache-misses:
col_all|16777216|3|simulation|6905|11691591.544333032:|37601|branch-misses:
col_all|16777216|3|simulation|6905|11691591.548129753:|38534|branch-misses:
col_all|16777216|3|simulation|6905|11691591.550444542:|43859|branch-misses:
col_all|16777216|3|simulation|6905|11691591.551586403:|119551|cache-misses:
col_all|16777216|3|simulation|6905|11691591.555680629:|121167|cache-misses:
col_all|16777216|3|simulation|6905|11691591.559103527:|30299|branch-misses:
col_all|16777216|3|simulation|6905|11691591.560948967:|35931|branch-misses:
